officialAdministrativeCode	adminArea1	adminArea2	adminArea3	latitude	longitude	nx	ny	officialOrder
1219057000	전남광주통합특별시	광양시	태인동	34.939403	127.751819	74	70	565
1221000000	전남광주통합특별시	동구		35.1431	126.925178	60	74	566
1221052500	전남광주통합특별시	동구	충장동	35.146286	126.919378	59	74	567
1221054500	전남광주통합특별시	동구	동명동	35.148114	126.927244	60	74	568
1221056000	전남광주통합특별시	동구	계림1동	35.155453	126.921642	59	74	569
1221057000	전남광주통합특별시	동구	계림2동	35.155053	126.925442	60	74	570
1221059000	전남광주통합특별시	동구	산수1동	35.154256	126.932778	60	74	571
1221060000	전남광주통합특별시	동구	산수2동	35.151511	126.9382	60	74	572
1221062000	전남광주통합특별시	동구	지산1동	35.145886	126.934833	60	74	573
1221063000	전남광주통합특별시	동구	지산2동	35.144906	126.936575	60	74	574
1221065500	전남광주통합특별시	동구	서남동	35.141858	126.925219	60	74	575
1221068500	전남광주통합특별시	동구	학동	35.131372	126.926264	60	74	576
1221071000	전남광주통합특별시	동구	학운동	35.129389	126.935611	60	74	577
1221073000	전남광주통합특별시	동구	지원1동	35.116056	126.933022	60	73	578
1221074000	전남광주통합특별시	동구	지원2동	35.117439	126.934853	60	73	579
1224000000	전남광주통합특별시	서구		35.149483	126.893411	59	74	580
1224057500	전남광주통합특별시	서구	양동	35.151728	126.902908	59	74	581
1224059000	전남광주통합특별시	서구	양3동	35.154314	126.896222	59	74	582
1224065000	전남광주통합특별시	서구	농성1동	35.153611	126.891778	59	74	583
1224066000	전남광주통합특별시	서구	농성2동	35.147311	126.892311	59	74	584
1224073000	전남광주통합특별시	서구	광천동	35.161339	126.882375	59	74	585
1224074000	전남광주통합특별시	서구	유덕동	35.162244	126.854019	58	74	586
1224074500	전남광주통합특별시	서구	치평동	35.146992	126.845178	58	74	587
1224075100	전남광주통합특별시	서구	상무1동	35.150683	126.869453	59	74	588
1224075200	전남광주통합특별시	서구	상무2동	35.143411	126.868444	58	74	589
1224076000	전남광주통합특별시	서구	화정1동	35.153114	126.8798	59	74	590
1224077000	전남광주통합특별시	서구	화정2동	35.142522	126.884444	59	74	591
1224078000	전남광주통합특별시	서구	화정3동	35.140414	126.878953	59	74	592
1224079000	전남광주통합특별시	서구	화정4동	35.138797	126.875956	59	74	593
1224080000	전남광주통합특별시	서구	서창동	35.111436	126.832286	58	73	594
1224082100	전남광주통합특별시	서구	금호1동	35.132083	126.859189	58	74	595
1224082400	전남광주통합특별시	서구	금호2동	35.129089	126.860911	58	74	596
1224083000	전남광주통합특별시	서구	풍암동	35.121725	126.880686	59	74	597
1224084000	전남광주통합특별시	서구	동천동	35.17129	126.864704	58	75	598
1227000000	전남광주통합특별시	남구		35.119036	126.910144	59	73	599
1227051000	전남광주통합특별시	남구	양림동	35.133842	126.917733	59	74	600
1227052000	전남광주통합특별시	남구	방림1동	35.131281	126.920356	59	74	601
1227053000	전남광주통합특별시	남구	방림2동	35.128864	126.924067	59	74	602
1227053700	전남광주통합특별시	남구	봉선1동	35.127478	126.913064	59	74	603
1227053800	전남광주통합특별시	남구	봉선2동	35.120444	126.915833	59	73	604
1227054500	전남광주통합특별시	남구	사직동	35.142714	126.909956	59	74	605
1227060500	전남광주통합특별시	남구	월산동	35.144475	126.904689	59	74	606
1227063000	전남광주통합특별시	남구	월산4동	35.143617	126.892908	59	74	607
1227064000	전남광주통합특별시	남구	월산5동	35.137092	126.894597	59	74	608
1227067000	전남광주통합특별시	남구	백운1동	35.135175	126.905978	59	74	609
1227068000	전남광주통합특별시	남구	백운2동	35.133022	126.904386	59	74	610
1227069000	전남광주통합특별시	남구	주월1동	35.128911	126.895489	59	74	611
1227070000	전남광주통합특별시	남구	주월2동	35.131597	126.896208	59	74	612
1227070500	전남광주통합특별시	남구	진월동	35.112457	126.898566	59	73	613
1227071000	전남광주통합특별시	남구	효덕동	35.109364	126.900644	59	73	614
1227072000	전남광주통합특별시	남구	송암동	35.108425	126.879289	59	73	615
1227073000	전남광주통합특별시	남구	대촌동	35.078256	126.836067	58	73	616
1230000000	전남광주통합특별시	북구		35.171125	126.914122	59	75	617
1230051000	전남광주통합특별시	북구	중흥1동	35.158572	126.916011	59	74	618
1230053500	전남광주통합특별시	북구	중흥동	35.169379	126.914094	59	75	619
1230055500	전남광주통합특별시	북구	중앙동	35.154375	126.908253	59	74	620
1230057000	전남광주통합특별시	북구	임동	35.162769	126.896331	59	74	621
1230058000	전남광주통합특별시	북구	신안동	35.164375	126.900753	59	74	622
1230059000	전남광주통합특별시	북구	용봉동	35.177306	126.903308	59	75	623
1230060100	전남광주통합특별시	북구	운암1동	35.171789	126.876478	59	75	624
1230060200	전남광주통합특별시	북구	운암2동	35.170972	126.884753	59	75	625
1230060300	전남광주통합특별시	북구	운암3동	35.179675	126.876431	59	75	626
1230061500	전남광주통합특별시	북구	동림동	35.183881	126.8686	58	75	627
1230062000	전남광주통합특별시	북구	우산동	35.167242	126.923022	59	75	628
1230063500	전남광주통합특별시	북구	풍향동	35.161442	126.925131	60	74	629
1230065000	전남광주통합특별시	북구	문화동	35.178439	126.938919	60	75	630
1230065600	전남광주통합특별시	북구	문흥1동	35.183694	126.9237	59	75	631
1230065700	전남광주통합특별시	북구	문흥2동	35.181219	126.924019	59	75	632
1230066100	전남광주통합특별시	북구	두암1동	35.167961	126.930986	60	75	633
1230066200	전남광주통합특별시	북구	두암2동	35.171042	126.934075	60	75	634
1230066300	전남광주통합특별시	북구	두암3동	35.159953	126.936831	60	74	635
1230066600	전남광주통합특별시	북구	삼각동	35.196208	126.9016	59	75	636
1230066900	전남광주통합특별시	북구	일곡동	35.202956	126.899467	59	75	637
1230067300	전남광주통합특별시	북구	매곡동	35.186425	126.894189	59	75	638
1230067600	전남광주통합특별시	북구	오치1동	35.186119	126.91	59	75	639
1230067700	전남광주통합특별시	북구	오치2동	35.187014	126.902622	59	75	640
1230068500	전남광주통합특별시	북구	석곡동	35.211919	126.952042	60	75	641
1230069500	전남광주통합특별시	북구	건국동	35.21985	126.8837	59	76	642
1230069600	전남광주통합특별시	북구	양산동	35.209171	126.879628	59	76	643
1230069700	전남광주통합특별시	북구	신용동	35.206489	126.862916	58	75	644
1233000000	전남광주통합특별시	광산구		35.136428	126.795789	57	74	645
1233051500	전남광주통합특별시	광산구	송정1동	35.137722	126.8008	57	74	646
1233052500	전남광주통합특별시	광산구	송정2동	35.135978	126.796708	57	74	647
1233054000	전남광주통합특별시	광산구	도산동	35.126311	126.7936	57	74	648
1233055000	전남광주통합특별시	광산구	신흥동	35.142103	126.802744	57	74	649
1233056500	전남광주통합특별시	광산구	어룡동	35.139442	126.797197	57	74	650
1233058000	전남광주통합특별시	광산구	우산동	35.154742	126.811533	57	74	651
1233060000	전남광주통합특별시	광산구	월곡1동	35.168811	126.811933	57	75	652
1233061000	전남광주통합특별시	광산구	월곡2동	35.171303	126.809867	57	75	653
1233062000	전남광주통합특별시	광산구	비아동	35.218964	126.826419	58	76	654
1233062400	전남광주통합특별시	광산구	첨단1동	35.216528	126.844244	58	76	655
1233062600	전남광주통합특별시	광산구	첨단2동	35.213247	126.845475	58	76	656
1233063000	전남광주통합특별시	광산구	신가동	35.178511	126.829642	58	75	657
1233063500	전남광주통합특별시	광산구	운남동	35.170347	126.823856	58	75	658
1233063700	전남광주통합특별시	광산구	수완동	35.1971	126.825751	58	75	659
1233064000	전남광주통합특별시	광산구	하남동	35.181875	126.796086	57	75	660
1233065000	전남광주통합특별시	광산구	임곡동	35.216564	126.746811	56	76	661
1233066000	전남광주통합특별시	광산구	동곡동	35.095608	126.774133	57	73	662
1233067000	전남광주통합특별시	광산구	평동	35.121672	126.762333	57	73	663
1233068000	전남광주통합특별시	광산구	삼도동	35.159117	126.699608	55	74	664
1233069000	전남광주통합특별시	광산구	본량동	35.177697	126.730875	56	75	665
1233070000	전남광주통합특별시	광산구	신창동	35.195582	126.840719	58	75	666
1271000000	전남광주통합특별시	담양군		35.318125	126.990164	61	78	667
1271025000	전남광주통합특별시	담양군	담양읍	35.317489	126.983944	61	78	668
1271031000	전남광주통합특별시	담양군	봉산면	35.273156	126.959011	60	77	669
1271032000	전남광주통합특별시	담양군	고서면	35.220478	126.975197	60	76	670
1271033500	전남광주통합특별시	담양군	가사문학면	35.174419	127.029933	61	75	671
1271034000	전남광주통합특별시	담양군	창평면	35.235794	127.021086	61	76	672
1271035000	전남광주통합특별시	담양군	대덕면	35.246386	127.039122	62	76	673
1271036000	전남광주통합특별시	담양군	무정면	35.291836	127.032164	61	77	674
1271037000	전남광주통합특별시	담양군	금성면	35.340322	127.027611	61	78	675
1271038000	전남광주통합특별시	담양군	용면	35.361897	126.989597	61	79	676
1271039000	전남광주통합특별시	담양군	월산면	35.337242	126.956756	60	78	677
1271040000	전남광주통합특별시	담양군	수북면	35.298711	126.9308	60	77	678
1271041000	전남광주통합특별시	담양군	대전면	35.271806	126.890089	59	77	679
1272000000	전남광주통합특별시	곡성군		35.278956	127.294108	66	77	680
1272025000	전남광주통합특별시	곡성군	곡성읍	35.279167	127.298444	66	77	681
1272031000	전남광주통합특별시	곡성군	오곡면	35.269258	127.316111	66	77	682
1272032000	전남광주통합특별시	곡성군	삼기면	35.232939	127.213797	65	76	683
1272033000	전남광주통합특별시	곡성군	석곡면	35.129922	127.256222	65	74	684
1272034000	전남광주통합특별시	곡성군	목사동면	35.117678	127.302033	66	74	685
1272035000	전남광주통합특별시	곡성군	죽곡면	35.148133	127.321389	67	74	686
1272036000	전남광주통합특별시	곡성군	고달면	35.2926	127.343464	67	77	687
1272037000	전남광주통합특별시	곡성군	옥과면	35.273772	127.137697	63	77	688
1272038000	전남광주통합특별시	곡성군	입면	35.294081	127.206242	64	77	689
1272039000	전남광주통합특별시	곡성군	겸면	35.252583	127.174542	64	76	690
1272040000	전남광주통합특별시	곡성군	오산면	35.234889	127.123619	63	76	691
1273000000	전남광주통합특별시	구례군		35.199458	127.464933	69	75	692
1273025000	전남광주통합특별시	구례군	구례읍	35.205683	127.465219	69	76	693
1273031000	전남광주통합특별시	구례군	문척면	35.188725	127.4912	70	75	694
1273032000	전남광주통합특별시	구례군	간전면	35.175139	127.545922	71	75	695
1273033000	전남광주통합특별시	구례군	토지면	35.194767	127.528364	70	75	696
1273034000	전남광주통합특별시	구례군	마산면	35.220117	127.489508	70	76	697
1273035000	전남광주통합특별시	구례군	광의면	35.257158	127.442075	69	77	698
1273036000	전남광주통합특별시	구례군	용방면	35.247592	127.432278	69	76	699
1273037000	전남광주통합특별시	구례군	산동면	35.312753	127.441533	69	78	700
1274000000	전남광주통합특별시	고흥군		34.608069	127.287056	66	62	701
1274025000	전남광주통합특별시	고흥군	고흥읍	34.602969	127.282442	66	62	702
1274025300	전남광주통합특별시	고흥군	도양읍	34.526403	127.140556	64	61	703
1274031000	전남광주통합특별시	고흥군	풍양면	34.572431	127.244075	65	62	704
1274032000	전남광주통합특별시	고흥군	도덕면	34.563611	127.179886	64	61	705
1274033000	전남광주통합특별시	고흥군	금산면	34.455972	127.127197	63	59	706
1274034000	전남광주통합특별시	고흥군	도화면	34.506967	127.319508	67	60	707
1274035000	전남광주통합특별시	고흥군	포두면	34.568378	127.342678	67	62	708
1274036000	전남광주통합특별시	고흥군	봉래면	34.460592	127.461153	69	59	709
1274037000	전남광주통합특별시	고흥군	점암면	34.649714	127.381586	68	63	710
1274038000	전남광주통합특별시	고흥군	과역면	34.678103	127.361975	67	64	711
1274039000	전남광주통합특별시	고흥군	남양면	34.725831	127.3419	67	65	712
1274040000	전남광주통합특별시	고흥군	동강면	34.776286	127.336067	67	66	713
1274041000	전남광주통합특별시	고흥군	대서면	34.7682	127.286256	66	66	714
1274042000	전남광주통합특별시	고흥군	두원면	34.643456	127.275775	66	63	715
1274044000	전남광주통합특별시	고흥군	영남면	34.59885	127.458056	69	62	716
1274045000	전남광주통합특별시	고흥군	동일면	34.498928	127.469364	69	60	717
1275000000	전남광주통합특별시	보성군		34.768333	127.082089	62	66	718
1275025000	전남광주통합특별시	보성군	보성읍	34.765517	127.082222	62	66	719
1275025300	전남광주통합특별시	보성군	벌교읍	34.844214	127.343844	67	68	720
1275031000	전남광주통합특별시	보성군	노동면	34.794172	127.072842	62	66	721
1275032000	전남광주통합특별시	보성군	미력면	34.797839	127.089642	63	66	722
1275033000	전남광주통합특별시	보성군	겸백면	34.826364	127.153931	64	67	723
1275034000	전남광주통합특별시	보성군	율어면	34.867536	127.189108	64	68	724
1275035000	전남광주통합특별시	보성군	복내면	34.889936	127.133333	63	69	725
1275036000	전남광주통합특별시	보성군	문덕면	34.926217	127.174542	64	69	726
1275037000	전남광주통합특별시	보성군	조성면	34.8054	127.249744	65	67	727
1275038000	전남광주통합특별시	보성군	득량면	34.759033	127.170775	64	66	728
1275039000	전남광주통합특별시	보성군	회천면	34.665653	127.087442	63	64	729
1275040000	전남광주통합특별시	보성군	웅치면	34.712797	127.022353	61	65	730
1276000000	전남광주통합특별시	화순군		35.061481	126.988567	61	72	731
1276025000	전남광주통합특별시	화순군	화순읍	35.056919	126.986689	61	72	732
1276031000	전남광주통합특별시	화순군	한천면	34.974831	127.000789	61	70	733
1276032000	전남광주통합특별시	화순군	춘양면	34.947539	126.962108	60	70	734
1276033000	전남광주통합특별시	화순군	청풍면	34.873231	126.972344	60	68	735
1276034000	전남광주통합특별시	화순군	이양면	34.884767	126.990678	61	68	736
1276035000	전남광주통합특별시	화순군	능주면	34.986844	126.959967	60	71	737
1276036000	전남광주통합특별시	화순군	도곡면	34.9931	126.919575	59	71	738
1276037000	전남광주통합특별시	화순군	도암면	34.934714	126.898889	59	69	739
1276038000	전남광주통합특별시	화순군	이서면	35.107381	127.073167	62	73	740
1276039500	전남광주통합특별시	화순군	백아면	35.165069	127.134386	63	75	741
1276040000	전남광주통합특별시	화순군	동복면	35.068086	127.131233	63	72	742
1276041500	전남광주통합특별시	화순군	사평면	35.004197	127.097956	63	71	743
1276042000	전남광주통합특별시	화순군	동면	35.026858	127.040667	62	71	744
1277000000	전남광주통합특별시	장흥군		34.678525	126.909108	59	64	745
1277025000	전남광주통합특별시	장흥군	장흥읍	34.676658	126.904711	59	64	746
1277025300	전남광주통합특별시	장흥군	관산읍	34.558417	126.940978	60	61	747
1277025600	전남광주통합특별시	장흥군	대덕읍	34.494364	126.888967	59	60	748
1277031000	전남광주통합특별시	장흥군	용산면	34.611767	126.916133	59	62	749
1277032000	전남광주통합특별시	장흥군	안양면	34.646906	126.976078	61	63	750
1277033000	전남광주통합특별시	장흥군	장동면	34.746806	126.997375	61	65	751
1277034000	전남광주통합특별시	장흥군	장평면	34.770592	126.976975	61	66	752
1277035000	전남광주통합특별시	장흥군	유치면	34.799194	126.841153	58	66	753
1277036000	전남광주통합특별시	장흥군	부산면	34.720283	126.905464	59	65	754
1277037000	전남광주통합특별시	장흥군	회진면	34.478417	126.941633	60	59	755
1278000000	전남광주통합특별시	강진군		34.638911	126.769197	57	63	756
1278025000	전남광주통합특별시	강진군	강진읍	34.632769	126.775578	57	63	757
1278031000	전남광주통합특별시	강진군	군동면	34.641756	126.817108	58	63	758
1278032000	전남광주통합특별시	강진군	칠량면	34.569606	126.801256	57	61	759
1278033000	전남광주통합특별시	강진군	대구면	34.492261	126.802867	57	60	760
1278034000	전남광주통합특별시	강진군	도암면	34.543208	126.729942	56	61	761
1278035000	전남광주통합특별시	강진군	신전면	34.510378	126.722056	56	60	762
1278036000	전남광주통합특별시	강진군	성전면	34.689583	126.711142	56	64	763
1278037000	전남광주통합특별시	강진군	작천면	34.701117	126.773464	57	64	764
1278038000	전남광주통합특별시	강진군	병영면	34.713781	126.814753	58	65	765
1278039000	전남광주통합특별시	강진군	옴천면	34.741944	126.796453	57	65	766
1278040000	전남광주통합특별시	강진군	마량면	34.447336	126.820997	58	59	767
1279000000	전남광주통합특별시	해남군		34.570436	126.601289	54	61	768
1279025000	전남광주통합특별시	해남군	해남읍	34.56205	126.601264	54	61	769
1279031000	전남광주통합특별시	해남군	삼산면	34.517714	126.612022	54	60	770
1279032000	전남광주통합특별시	해남군	화산면	34.4882	126.517264	52	60	771
1279033000	전남광주통합특별시	해남군	현산면	34.456744	126.555597	53	59	772
1279034000	전남광주통합특별시	해남군	송지면	34.366442	126.521444	52	57	773
1279035000	전남광주통합특별시	해남군	북평면	34.404997	126.627456	54	58	774
1279036000	전남광주통합특별시	해남군	북일면	34.461047	126.678097	55	59	775
1279037000	전남광주통합특별시	해남군	옥천면	34.564353	126.649867	55	61	776
1279038000	전남광주통합특별시	해남군	계곡면	34.641989	126.6616	55	63	777
1279039000	전남광주통합특별시	해남군	마산면	34.618517	126.570131	53	62	778
1279040000	전남광주통합특별시	해남군	황산면	34.573797	126.438431	51	61	779
1279041000	전남광주통합특별시	해남군	산이면	34.641611	126.449908	51	63	780
1279042000	전남광주통합특별시	해남군	문내면	34.588847	126.310611	49	62	781
1279043000	전남광주통합특별시	해남군	화원면	34.667753	126.329731	49	64	782
1280000000	전남광주통합특별시	영암군		34.796989	126.698619	56	66	783
1280025000	전남광주통합특별시	영암군	영암읍	34.796667	126.703397	56	66	784
1280025300	전남광주통합특별시	영암군	삼호읍	34.742908	126.471189	51	65	785
1280031000	전남광주통합특별시	영암군	덕진면	34.815769	126.699075	56	67	786
1280032000	전남광주통합특별시	영암군	금정면	34.859958	126.751044	56	68	787
1280033000	전남광주통합특별시	영암군	신북면	34.887219	126.694597	55	68	788
1280034000	전남광주통합특별시	영암군	시종면	34.865514	126.609122	54	68	789
1280035000	전남광주통합특별시	영암군	도포면	34.842106	126.645753	55	67	790
1280036000	전남광주통합특별시	영암군	군서면	34.776511	126.652597	55	66	791
1280037000	전남광주통합특별시	영암군	서호면	34.751889	126.586953	54	65	792
1280038000	전남광주통합특별시	영암군	학산면	34.7231	126.572156	53	65	793
1280039000	전남광주통합특별시	영암군	미암면	34.696164	126.573808	53	64	794
1281000000	전남광주통합특별시	무안군		34.987369	126.4837	52	71	795
1281025000	전남광주통합특별시	무안군	무안읍	34.987469	126.478333	52	71	796
1281025300	전남광주통합특별시	무안군	일로읍	34.848308	126.492367	52	67	797
1281025600	전남광주통합특별시	무안군	삼향읍	34.820036	126.443586	51	67	798
1281032000	전남광주통합특별시	무안군	몽탄면	34.927661	126.504108	52	69	799
1281033000	전남광주통합특별시	무안군	청계면	34.907939	126.430842	51	69	800
1281034000	전남광주통합특별시	무안군	현경면	35.018331	126.413953	50	71	801
1281035000	전남광주통합특별시	무안군	망운면	35.009811	126.396608	50	71	802
1281036000	전남광주통합특별시	무안군	해제면	35.107392	126.296542	48	73	803
1281037000	전남광주통합특별시	무안군	운남면	34.959142	126.345286	49	70	804
1282000000	전남광주통합특별시	함평군		35.062744	126.518619	52	72	805
1282025000	전남광주통합특별시	함평군	함평읍	35.062314	126.522222	52	72	806
1282031000	전남광주통합특별시	함평군	손불면	35.140175	126.433797	51	74	807
1282032000	전남광주통합특별시	함평군	신광면	35.152553	126.499753	52	74	808
1282033000	전남광주통합특별시	함평군	학교면	35.013842	126.539589	53	71	809
1282034000	전남광주통합특별시	함평군	엄다면	35.007189	126.517908	52	71	810
1282035000	전남광주통합특별시	함평군	대동면	35.065656	126.533422	53	72	811
1282036000	전남광주통합특별시	함평군	나산면	35.1108	126.610986	54	73	812
1282037000	전남광주통합특별시	함평군	해보면	35.177414	126.603219	54	75	813
1282038000	전남광주통합특별시	함평군	월야면	35.176936	126.634311	54	75	814
1283000000	전남광주통합특별시	영광군		35.274167	126.514086	52	77	815
1283025000	전남광주통합특별시	영광군	영광읍	35.2749	126.513931	52	77	816
1283025300	전남광주통합특별시	영광군	백수읍	35.280169	126.422786	51	77	817
1283025600	전남광주통합특별시	영광군	홍농읍	35.392647	126.447419	51	79	818
1283031000	전남광주통합특별시	영광군	대마면	35.298325	126.579533	53	77	819
1283032000	전남광주통합특별시	영광군	묘량면	35.254033	126.545211	53	76	820
1283033000	전남광주통합특별시	영광군	불갑면	35.205922	126.509642	52	75	821
1283034000	전남광주통합특별시	영광군	군서면	35.254758	126.477211	52	76	822
1283035000	전남광주통합특별시	영광군	군남면	35.236656	126.454711	51	76	823
1283036000	전남광주통합특별시	영광군	염산면	35.214783	126.373967	50	75	824
1283037000	전남광주통합특별시	영광군	법성면	35.358994	126.448022	51	79	825
1283038000	전남광주통합특별시	영광군	낙월면	35.199136	126.139622	45	75	826
1284000000	전남광주통합특별시	장성군		35.298811	126.786975	57	77	827
1284025000	전남광주통합특별시	장성군	장성읍	35.300006	126.787286	57	77	828
1284031000	전남광주통합특별시	장성군	진원면	35.270106	126.835464	58	77	829
1284032000	전남광주통합특별시	장성군	남면	35.241256	126.814289	58	76	830
1284033000	전남광주통합특별시	장성군	동화면	35.281233	126.740922	56	77	831
1284034000	전남광주통합특별시	장성군	삼서면	35.229111	126.648478	55	76	832
1284035000	전남광주통합특별시	장성군	삼계면	35.256489	126.666575	55	76	833
1284036000	전남광주통합특별시	장성군	황룡면	35.2858	126.775056	57	77	834
1284037000	전남광주통합특별시	장성군	서삼면	35.331042	126.769222	57	78	835
1284038000	전남광주통합특별시	장성군	북일면	35.371736	126.8094	57	79	836
1284039000	전남광주통합특별시	장성군	북이면	35.425669	126.810753	57	80	837
1284040000	전남광주통합특별시	장성군	북하면	35.404272	126.881764	59	80	838
1285000000	전남광주통합특별시	완도군		34.307853	126.757097	57	56	839
1285025000	전남광주통합특별시	완도군	완도읍	34.313586	126.747578	57	56	840
1285025300	전남광주통합특별시	완도군	금일읍	34.345692	127.031553	62	57	841
1285025600	전남광주통합특별시	완도군	노화읍	34.174689	126.577867	53	53	842
1285031000	전남광주통합특별시	완도군	군외면	34.386256	126.649475	55	57	843
1285032000	전남광주통합특별시	완도군	신지면	34.331603	126.829264	58	56	844
1285033000	전남광주통합특별시	완도군	고금면	34.391781	126.806397	58	58	845
1285034000	전남광주통합특별시	완도군	약산면	34.390494	126.900244	59	58	846
1285035000	전남광주통합특별시	완도군	청산면	34.176719	126.860997	59	53	847
1285036000	전남광주통합특별시	완도군	소안면	34.17165	126.653022	55	53	848
1285037000	전남광주통합특별시	완도군	금당면	34.42675	127.073267	62	58	849
1285038000	전남광주통합특별시	완도군	보길면	34.165917	126.569608	53	53	850
1285039000	전남광주통합특별시	완도군	생일면	34.32995	126.999697	61	56	851
1286000000	전남광주통합특별시	진도군		34.48375	126.265544	48	59	852
1286025000	전남광주통합특별시	진도군	진도읍	34.477756	126.264967	48	59	853
1286031000	전남광주통합특별시	진도군	군내면	34.509381	126.293978	48	60	854
1286032000	전남광주통합특별시	진도군	고군면	34.487339	126.345022	49	60	855
1286033000	전남광주통합특별시	진도군	의신면	34.436169	126.285464	48	58	856
1286034000	전남광주통합특별시	진도군	임회면	34.402892	126.192164	46	58	857
1286035000	전남광주통합특별시	진도군	지산면	34.422492	126.169311	46	58	858
1286036000	전남광주통합특별시	진도군	조도면	34.29385	126.049075	44	55	859
1287000000	전남광주통합특별시	신안군		34.789811	126.381731	50	66	860
1287025000	전남광주통합특별시	신안군	지도읍	35.058217	126.209589	47	72	861
1287025300	전남광주통합특별시	신안군	압해읍	34.862361	126.314411	49	68	862
1287031000	전남광주통합특별시	신안군	증도면	34.999728	126.141622	46	71	863
1287032000	전남광주통합특별시	신안군	임자면	35.081142	126.113186	45	73	864
1287033000	전남광주통합특별시	신안군	자은면	34.881356	126.049411	44	68	865
1287034000	전남광주통합특별시	신안군	비금면	34.7522	125.928633	42	65	866
1287035000	전남광주통합특별시	신안군	도초면	34.700492	125.955408	42	64	867
1287036000	전남광주통합특별시	신안군	흑산면	34.679775	125.431264	33	64	868
1287037000	전남광주통합특별시	신안군	하의면	34.603711	126.038553	44	62	869
1287038000	전남광주통합특별시	신안군	신의면	34.581997	126.090286	45	62	870
1287039000	전남광주통합특별시	신안군	장산면	34.639667	126.150931	46	63	871
1287040000	전남광주통합특별시	신안군	안좌면	34.752947	126.126667	45	65	872
1287041000	전남광주통합특별시	신안군	팔금면	34.781928	126.144522	46	66	873
1287042000	전남광주통합특별시	신안군	암태면	34.824111	126.114042	45	67	874
2600000000	부산광역시			35.177019	129.076953	98	76	875
2611000000	부산광역시	중구		35.103217	129.034508	97	74	876
2611051000	부산광역시	중구	중앙동	35.098186	129.037589	97	74	877
2611052000	부산광역시	중구	동광동	35.101933	129.036878	97	74	878
2611053000	부산광역시	중구	대청동	35.101147	129.033333	97	74	879
2611054500	부산광역시	중구	보수동	35.100703	129.027622	97	74	880
2611056000	부산광역시	중구	부평동	35.097297	129.028797	97	74	881
2611057000	부산광역시	중구	광복동	35.096858	129.032753	97	74	882
2611058000	부산광역시	중구	남포동	35.094306	129.034086	97	74	883
2611059000	부산광역시	중구	영주제1동	35.108047	129.037286	97	74	884
2611060000	부산광역시	중구	영주제2동	35.108508	129.034033	97	74	885
2614000000	부산광역시	서구		35.094836	129.026378	97	74	886
2614051000	부산광역시	서구	동대신제1동	35.106536	129.022508	97	74	887
2614052000	부산광역시	서구	동대신제2동	35.109853	129.025431	97	74	888
2614053000	부산광역시	서구	동대신제3동	35.111339	129.019508	97	74	889
2614054000	부산광역시	서구	서대신제1동	35.108014	129.016675	97	74	890
2614056000	부산광역시	서구	서대신제3동	35.110367	129.014189	97	74	891
2614057000	부산광역시	서구	서대신제4동	35.116072	129.014833	97	74	892
2614059000	부산광역시	서구	부민동	35.100686	129.020753	97	74	893
2614061500	부산광역시	서구	아미동	35.097089	129.017686	97	74	894
2614063000	부산광역시	서구	초장동	35.092878	129.022564	97	74	895
2614064000	부산광역시	서구	충무동	35.094936	129.023897	97	74	896
2614065000	부산광역시	서구	남부민제1동	35.089658	129.025564	97	74	897
2614066000	부산광역시	서구	남부민제2동	35.08155	129.021864	97	74	898
2614068000	부산광역시	서구	암남동	35.076906	129.0236	97	73	899
2617000000	부산광역시	동구		35.135894	129.059175	98	75	900
2617051000	부산광역시	동구	초량제1동	35.110878	129.039189	97	74	901
2617052000	부산광역시	동구	초량제2동	35.113447	129.0408	97	74	902
2617053000	부산광역시	동구	초량제3동	35.118186	129.042067	97	74	903
2617055000	부산광역시	동구	초량제6동	35.122908	129.036744	97	74	904
2617056000	부산광역시	동구	수정제1동	35.122275	129.044533	97	74	905
2617057000	부산광역시	동구	수정제2동	35.125253	129.047264	97	75	906
2617059000	부산광역시	동구	수정제4동	35.123997	129.042964	97	75	907
2617060000	부산광역시	동구	수정제5동	35.130733	129.044689	97	75	908
2617064500	부산광역시	동구	좌천동	35.131986	129.052792	98	75	909
2617065000	부산광역시	동구	범일제1동	35.136272	129.058308	98	75	910
2617066000	부산광역시	동구	범일제2동	35.131872	129.061986	98	75	911
2617068000	부산광역시	동구	범일제5동	35.127306	129.056019	98	75	912
2620000000	부산광역시	영도구		35.088117	129.070186	98	74	913
2620053000	부산광역시	영도구	남항동	35.086789	129.039853	97	74	914
2620054000	부산광역시	영도구	영선제1동	35.087161	129.047033	97	74	915
2620055000	부산광역시	영도구	영선제2동	35.08385	129.043642	97	74	916
2620058500	부산광역시	영도구	신선동	35.080244	129.047456	97	74	917
2620059000	부산광역시	영도구	봉래제1동	35.090392	129.046622	97	74	918
2620060500	부산광역시	영도구	봉래제2동	35.091108	129.048397	97	74	919
2620063000	부산광역시	영도구	청학제1동	35.093833	129.060686	98	74	920
2620064000	부산광역시	영도구	청학제2동	35.088825	129.068031	98	74	921
2620065000	부산광역시	영도구	동삼제1동	35.071794	129.070708	98	73	922
2620066000	부산광역시	영도구	동삼제2동	35.064742	129.082922	98	73	923
2620067000	부산광역시	영도구	동삼제3동	35.081581	129.070922	98	74	924
2623000000	부산광역시	부산진구		35.159953	129.055319	97	75	925
2623051000	부산광역시	부산진구	부전제1동	35.157258	129.060922	98	75	926
